"","Year","Month","Day","Hour","Minute","WDIR","WSPD","GST","WVHT","DPD","APD","MWD","PRES","ATMP","WTMP","DEWP","VIS","TIDE"
"135",2007,1,9,14,0,291,6.5,9.5,2.82,9.09,6.44,NA,1016,14.9,20.7,4.5,NA,NA
"136",2007,1,9,15,0,283,5.6,7.9,2.66,8.33,6.48,NA,1016.6,14.6,20.7,3.2,NA,NA
"139",2007,1,9,18,0,276,6.5,8.5,2.7,7.69,6.4,NA,1013.7,14.4,20.7,5.5,NA,NA
"146",2007,1,10,1,0,284,10.3,13,2.05,7.69,5.41,NA,1010.4,14.4,20.6,7.4,NA,NA
"149",2007,1,10,4,0,283,18.4,23,3.09,7.69,5.63,NA,1008.6,12.6,20.6,9.4,NA,NA
"150",2007,1,10,5,0,284,18.1,21.5,4,7.69,6.21,NA,1008.8,13.5,20.6,NA,NA,NA
"151",2007,1,10,6,0,282,17.9,21.6,4.91,9.09,6.94,NA,1008.8,13.1,20.6,NA,NA,NA
"152",2007,1,10,7,0,289,17.5,22.3,5.56,9.09,7.58,NA,1009.7,13,20.6,8,NA,NA
"153",2007,1,10,8,0,270,18,22.3,5.93,10,7.73,NA,1011.3,11.3,20.6,8.1,NA,NA
"154",2007,1,10,10,0,301,14.2,17.6,5.28,10,7.49,NA,1014,10.9,20.6,7,NA,NA
"155",2007,1,10,11,0,288,15.8,23.7,5.67,11.11,7.8,NA,1015.5,10.5,20.6,6.6,NA,NA
"156",2007,1,10,12,0,311,14.6,19,5.97,10,7.99,NA,1016.5,11.1,20.6,6.2,NA,NA
"157",2007,1,10,13,0,329,15.5,20.3,6.46,11.11,8.27,NA,1017.8,9.6,20.6,5.5,NA,NA
"158",2007,1,10,14,0,307,14.2,17.3,5.67,10,7.81,NA,1019.4,10.7,20.4,5.1,NA,NA
"159",2007,1,10,15,0,320,14.9,18.5,5.59,10,7.63,NA,1020.4,10.8,20.4,5.4,NA,NA
"160",2007,1,10,16,0,308,12.7,18.9,5.14,10,7.73,NA,1021.1,10.5,20.4,2.9,NA,NA
"161",2007,1,10,17,0,316,11.4,15.6,5.26,10,7.73,NA,1021.2,10.2,20.4,4.9,NA,NA
"162",2007,1,10,18,0,306,11.6,14.7,4.78,10,7.6,NA,1021.2,10.9,20.4,4.1,NA,NA
"163",2007,1,10,19,0,329,12.1,14.6,4.61,9.09,7.45,NA,1021.9,10.3,20.4,3.6,NA,NA
"164",2007,1,10,20,0,328,11.6,15,4.37,10,7.27,NA,1022.7,10.6,20.4,2.1,NA,NA
"165",2007,1,10,21,0,329,10.2,13.2,4.53,10,7.36,NA,1023.8,10.3,20.4,1.6,NA,NA
"166",2007,1,10,22,0,327,11,14.4,4.21,10,7.23,NA,1025,10.9,20.4,3.8,NA,NA
"167",2007,1,10,23,0,320,9.7,12.9,4.24,9.09,7.15,NA,1025.9,10.5,20.4,2.4,NA,NA
"168",2007,1,11,0,0,337,9.9,13,3.65,10,6.94,NA,1026.8,10.5,20.4,3.5,NA,NA
"169",2007,1,11,1,0,336,9.5,12.3,3.6,10,7.02,NA,1027.9,10.8,20.4,2.4,NA,NA
"170",2007,1,11,2,0,341,9.6,13,3.38,9.09,6.85,NA,1028.6,10.7,20.4,3,NA,NA
"171",2007,1,11,3,0,346,10.9,13.6,3.27,9.09,6.51,NA,1028.9,10.6,20.4,4.4,NA,NA
"172",2007,1,11,4,0,347,9.5,14.1,3.13,10,6.42,NA,1029.5,10.5,20.4,NA,NA,NA
"173",2007,1,11,5,0,350,9.4,12.6,3.18,9.09,6.53,NA,1029.7,10.5,20.4,1.4,NA,NA
"174",2007,1,11,6,0,354,8,10.7,2.82,7.69,6.2,NA,1029.8,10.6,20.4,3.3,NA,NA
"175",2007,1,11,7,0,348,8.2,10.7,2.77,9.09,6.15,NA,1030.5,10.7,20.4,3.4,NA,NA
"178",2007,1,11,10,0,349,5.4,9,2.55,8.33,6.36,NA,1032.1,10.6,20.3,3.4,NA,NA
"308",2007,1,16,21,0,270,10.9,13.5,2.45,7.14,5.64,NA,1013.8,20.4,20.4,18.8,NA,NA
"309",2007,1,16,22,0,286,9.6,12.5,2.46,6.67,5.47,NA,1014.5,19.8,20.4,18.9,NA,NA
"310",2007,1,16,23,0,285,10,12.4,2.88,8.33,5.86,NA,1014.7,20.3,20.4,18.3,NA,NA
"311",2007,1,17,0,0,286,10.6,13.7,2.95,8.33,6.11,NA,1015.1,19.1,20.4,17.5,NA,NA
"312",2007,1,17,1,0,357,11.3,13,2.82,7.69,5.94,NA,1015.7,17.5,20.4,16.4,NA,NA
"313",2007,1,17,2,0,352,13.9,16.5,2.79,8.33,5.81,NA,1016.7,15.8,20.6,15.3,NA,NA
"314",2007,1,17,3,0,349,13.3,15.7,3.01,8.33,5.71,NA,1018.4,14.3,20.6,14.1,NA,NA
"315",2007,1,17,4,0,358,13.8,16.2,3.06,6.67,5.7,NA,1019.1,13.6,20.6,12.5,NA,NA
"316",2007,1,17,5,0,353,13,15.5,3.69,7.69,6.22,NA,1020.1,12.8,20.6,10.9,NA,NA
"317",2007,1,17,6,0,353,12.9,16.4,3.54,8.33,6.29,NA,1021.1,13,20.4,10.6,NA,NA
"318",2007,1,17,7,0,355,13.4,16.2,3.57,8.33,6.35,NA,1021.9,13.4,20.5,9.7,NA,NA
"319",2007,1,17,8,0,348,12.6,15.4,3.74,8.33,6.43,NA,1022.8,12.5,20.4,8.6,NA,NA
"320",2007,1,17,9,0,352,11.7,14.3,3.68,8.33,6.4,NA,1023.7,11.4,20.4,8.4,NA,NA
"321",2007,1,17,10,0,358,13.5,16.8,3.7,9.09,6.32,NA,1024.7,11.1,20.4,7.8,NA,NA
"322",2007,1,17,11,0,348,13,16.2,3.66,9.09,6.46,NA,1026.2,10.9,20.4,7.4,NA,NA
"323",2007,1,17,12,0,355,11.9,14.8,3.64,9.09,6.57,NA,1027.6,11,20.4,5.5,NA,NA
"324",2007,1,17,13,0,350,12.7,16.4,3.85,9.09,6.69,NA,1028.4,11.7,20.4,6.4,NA,NA
"372",2007,1,19,13,0,275,14.1,17,4.04,8.33,6.35,NA,1010.5,18.8,19.9,16,NA,NA
"373",2007,1,19,14,0,291,13.5,16,3.88,9.09,6.42,NA,1011.2,17.6,19.9,14.3,NA,NA
"374",2007,1,19,15,0,293,13.2,16.8,3.75,9.09,6.29,NA,1011.9,16.8,19.9,13.9,NA,NA
"375",2007,1,19,16,0,287,13.8,16.5,4.02,8.33,6.64,NA,1012.1,16.5,19.9,13.2,NA,NA
"376",2007,1,19,17,0,290,13,15.8,3.74,8.33,6.4,NA,1012.1,15.9,19.9,12.1,NA,NA
"377",2007,1,19,18,0,302,13.5,16.7,4.48,8.33,6.89,NA,1011.8,15.3,19.9,11.1,NA,NA
"378",2007,1,19,19,0,299,13.1,15.7,3.66,8.33,6.31,NA,1011.9,15.1,19.9,10,NA,NA
"379",2007,1,19,20,0,308,11.8,14.6,3.89,8.33,6.62,NA,1012.1,14.8,19.9,8.5,NA,NA
"380",2007,1,19,21,0,312,11.1,13.7,4.02,8.33,6.63,NA,1012.6,14.4,19.9,7.1,NA,NA
"381",2007,1,19,22,0,322,11,14.3,3.7,8.33,6.65,NA,1013.2,14.2,19.9,8.4,NA,NA
"382",2007,1,19,23,0,312,9.7,12,3.57,8.33,6.51,NA,1013.5,14.1,19.9,6.6,NA,NA
"383",2007,1,20,0,0,311,9.4,12,3.2,8.33,6.32,NA,1014.2,14.1,19.9,6.7,NA,NA
"384",2007,1,20,1,0,311,7.9,10.4,3.29,9.09,6.53,NA,1014.8,14.1,20,7.7,NA,NA
"385",2007,1,20,2,0,298,8.5,11.1,3.3,8.33,6.67,NA,1014.6,14.1,20.1,5.6,NA,NA
"386",2007,1,20,3,0,291,8.2,12.3,2.98,8.33,6.3,NA,1015.1,14.3,19.9,5.8,NA,NA
"387",2007,1,20,4,0,293,10.4,14.3,3.47,8.33,6.75,NA,1015,14.4,19.9,6.4,NA,NA
"388",2007,1,20,5,0,286,9.6,12.4,3.17,9.09,6.57,NA,1014.4,14.5,19.9,6.8,NA,NA
"389",2007,1,20,6,0,291,9.8,14.1,3.34,8.33,6.63,NA,1013.5,14.2,19.9,6.6,NA,NA
"390",2007,1,20,7,0,288,11.5,14.2,3.33,8.33,6.38,NA,1013.7,13.8,19.9,5.6,NA,NA
"391",2007,1,20,8,0,299,11.3,13.6,3.49,8.33,6.6,NA,1013.4,13.6,19.9,5.1,NA,NA
"392",2007,1,20,9,0,312,12.9,16.8,3.19,7.69,6.25,NA,1013.3,13,19.9,5.2,NA,NA
"393",2007,1,20,10,0,312,11.1,15,3.31,8.33,6.33,NA,1013.2,13,19.9,6.1,NA,NA
"394",2007,1,20,11,0,323,10.6,13.8,3.46,7.69,6.46,NA,1013.5,12.2,20.2,6.2,NA,NA
"395",2007,1,20,12,0,326,9.9,13,3.61,8.33,6.53,NA,1014.3,11.8,20.1,6.5,NA,NA
"396",2007,1,20,13,0,329,10.8,13.6,3.41,8.33,6.41,NA,1015,11.3,20.1,6.2,NA,NA
"397",2007,1,20,14,0,313,10.7,13.8,3.28,8.33,6.31,NA,1015.4,11.4,20.2,5.4,NA,NA
"398",2007,1,20,15,0,307,11.6,14.7,3.37,9.09,6.49,NA,1015.8,11.4,20.1,4.4,NA,NA
"399",2007,1,20,16,0,305,13.6,17.8,3.45,8.33,6.36,NA,1016,11.1,20.2,3.5,NA,NA
"400",2007,1,20,17,0,294,14,16.8,3.75,8.33,6.53,NA,1015.5,10.8,20.3,1.5,NA,NA
"401",2007,1,20,18,0,309,13.8,17.2,3.78,10,6.53,NA,1015.5,10.7,20.3,2.5,NA,NA
"402",2007,1,20,19,0,305,13.9,18.1,4.31,8.33,6.78,NA,1015.8,10,19.9,2.6,NA,NA
"403",2007,1,20,20,0,308,14.9,19.4,3.94,9.09,6.59,NA,1016.4,10.3,19.9,3.9,NA,NA
"404",2007,1,20,21,0,322,16.1,20.6,4.1,8.33,6.54,NA,1017.3,10.1,19.9,NA,NA,NA
"405",2007,1,20,22,0,321,15.4,19.5,4.79,10,7.16,NA,1018.7,9.1,19.9,3.3,NA,NA
"406",2007,1,20,23,0,330,15.8,20.9,4.95,10,7.18,NA,1019.7,8.9,19.9,4.3,NA,NA
"407",2007,1,21,0,0,340,13.8,17.8,5.36,11.11,7.68,NA,1021,8.8,19.9,2,NA,NA
"408",2007,1,21,1,0,332,14.4,18.8,5.43,10,7.74,NA,1022,9.1,19.9,2.1,NA,NA
"409",2007,1,21,2,0,334,12.6,17.2,5.26,11.11,7.88,NA,1022.6,9,19.9,2.1,NA,NA
"410",2007,1,21,3,0,336,13.3,17.8,5.25,11.11,7.75,NA,1023.2,9.5,19.9,3,NA,NA
"411",2007,1,21,4,0,342,12.9,17.3,4.74,11.11,7.47,NA,1023,9.6,19.9,3.9,NA,NA
"412",2007,1,21,5,0,339,12.3,16.1,4.63,10,7.53,NA,1023.6,9.5,19.9,2.7,NA,NA
"413",2007,1,21,6,0,344,10,13.3,4.29,10,7.5,NA,1023.6,9.5,19.9,1.9,NA,NA
"414",2007,1,21,7,0,342,10.2,12.7,4.01,10,7.14,NA,1024.2,9.7,19.9,2.6,NA,NA
"415",2007,1,21,8,0,347,9.4,14.8,4.4,10,7.55,NA,1024.5,9.6,19.9,4,NA,NA
"416",2007,1,21,9,0,337,10.8,14.6,4.11,10,7.25,NA,1024.6,9.9,19.9,2.5,NA,NA
"417",2007,1,21,10,0,336,9.7,13.2,4.04,10,7.44,NA,1025.2,9.8,19.9,3.5,NA,NA
"418",2007,1,21,11,0,340,9,12.4,3.55,10,7.03,NA,1025.2,9.7,19.9,2.5,NA,NA
"419",2007,1,21,12,0,344,7.7,11.4,3.61,10,7.35,NA,1025.9,9.7,19.9,4.4,NA,NA
"420",2007,1,21,13,0,345,7.2,9.4,3.22,11.11,6.88,NA,1026.1,10.2,19.9,4.2,NA,NA
"421",2007,1,21,14,0,353,7.2,9.4,3.25,10,7.19,NA,1026.4,10.2,19.9,2.9,NA,NA
"423",2007,1,21,16,0,360,5.2,7.3,3.25,11.11,7.28,NA,1026.8,10.1,19.9,3.4,NA,NA
"424",2007,1,21,17,0,347,5.7,8.2,3.32,10,7.56,NA,1026.3,10.3,19.9,2.8,NA,NA
"425",2007,1,21,18,0,355,5.2,7.3,2.77,10,6.85,NA,1025.5,10.3,19.9,3.1,NA,NA
"426",2007,1,21,19,0,335,4.7,7,3.13,10,7.46,NA,1025.5,10.5,19.9,3.2,NA,NA
"427",2007,1,21,20,0,324,4.6,6.8,2.67,10,6.97,NA,1025.8,10.7,19.9,4.8,NA,NA
"428",2007,1,21,21,0,334,3.7,5.5,2.33,9.09,6.7,NA,1025.3,10.9,19.9,3.8,NA,NA
"429",2007,1,21,22,0,329,3.5,5.5,2.18,9.09,6.79,NA,1025.2,11,19.9,3.9,NA,NA
"430",2007,1,21,23,0,326,3.8,5.5,2.21,10,6.85,NA,1025.2,11.1,19.9,4.5,NA,NA
"431",2007,1,22,0,0,335,2.8,4.5,2.03,9.09,6.84,NA,1025,11,19.9,5.2,NA,NA
"432",2007,1,22,1,0,305,1.4,2.6,1.91,9.09,6.55,NA,1024.9,11.1,19.9,4.8,NA,NA
"447",2007,1,22,16,0,296,10,13.8,4.37,9.09,6.73,NA,1009.9,18.1,19.9,17.9,NA,NA
"449",2007,1,22,18,0,281,9.2,10.9,4,9.09,6.93,NA,1009.1,18.3,19.9,15.7,NA,NA
"450",2007,1,22,19,0,270,7.7,9.6,3.89,9.09,6.91,NA,1008.5,18,19.9,15.7,NA,NA
"453",2007,1,22,22,0,273,9.5,12.1,3.29,10,6.91,NA,1008.5,18.1,19.9,15.7,NA,NA
"454",2007,1,22,23,0,270,5.7,7.3,3.58,9.09,7.11,NA,1007.9,17.6,19.9,15.3,NA,NA
"455",2007,1,23,0,0,289,5.9,7.6,3.51,10,7.27,NA,1008.7,17.3,19.9,15,NA,NA
"457",2007,1,23,2,0,342,7.7,9.3,3.41,10,7.52,NA,1008,16.6,19.9,15.1,NA,NA
"459",2007,1,23,4,0,356,4.8,6.2,3.15,10,7.19,NA,1007.6,15.9,19.9,13.8,NA,NA
"460",2007,1,23,5,0,340,2.7,3.8,3.29,9.09,7.14,NA,1006.9,16,19.9,12.6,NA,NA
"461",2007,1,23,6,0,323,2.6,5.2,3.04,10,7.11,NA,1007.4,16.5,19.9,12.8,NA,NA
"462",2007,1,23,7,0,357,3.6,5.7,2.9,10,6.85,NA,1006.6,16.5,19.9,13.1,NA,NA
"463",2007,1,23,8,0,344,5.2,7,2.73,10,6.73,NA,1007.2,16.4,19.9,12.8,NA,NA
"464",2007,1,23,9,0,358,5.6,7,2.78,9.09,6.73,NA,1006.7,16,19.9,12.4,NA,NA
"465",2007,1,23,10,0,355,6.2,8.2,2.7,10,6.91,NA,1006.9,16.2,19.9,12.3,NA,NA
"466",2007,1,23,11,0,326,10.5,12.8,2.54,9.09,6.1,NA,1007.8,16,19.9,11.8,NA,NA
"467",2007,1,23,12,0,321,9.2,11.8,2.83,9.09,6.32,NA,1008.2,15.7,19.9,11.2,NA,NA
"468",2007,1,23,13,0,318,10.4,13.1,2.88,9.09,6.09,NA,1008.9,15.6,19.9,10.2,NA,NA
"469",2007,1,23,14,0,318,9.9,12.5,2.98,9.09,5.95,NA,1009.6,15.1,19.8,8.7,NA,NA
"470",2007,1,23,15,0,311,10.6,13,2.92,8.33,5.92,NA,1010.3,14.9,19.8,8,NA,NA
"471",2007,1,23,16,0,303,10,12.3,2.85,5.88,5.81,NA,1010.6,14.9,19.8,8.5,NA,NA
"472",2007,1,23,17,0,318,9.3,12.4,2.79,8.33,5.98,NA,1010.3,14.1,19.8,6.9,NA,NA
"473",2007,1,23,18,0,310,9.3,11.6,2.9,8.33,5.94,NA,1010.2,14.3,19.8,7.1,NA,NA
"474",2007,1,23,19,0,315,8.6,10.8,2.64,8.33,6,NA,1010.4,14,19.8,6.8,NA,NA
"475",2007,1,23,20,0,332,8.9,12.2,2.48,6.67,5.76,NA,1010.5,13.7,19.8,7.4,NA,NA
"476",2007,1,23,21,0,331,8.9,11.6,2.38,6.67,5.7,NA,1011.2,13.7,19.8,8.4,NA,NA
"477",2007,1,23,22,0,340,9,10.9,2.68,6.67,5.76,NA,1011.8,13.3,19.8,7.2,NA,NA
"478",2007,1,23,23,0,332,8.7,11.5,2.55,9.09,5.81,NA,1012.4,13.1,19.8,6.9,NA,NA
"479",2007,1,24,0,0,332,8.2,11.2,2.51,7.14,5.8,NA,1013.2,13,19.8,6.5,NA,NA
"480",2007,1,24,1,0,332,7.4,9.1,2.38,7.14,5.78,NA,1013,12.8,19.8,5.9,NA,NA
"481",2007,1,24,2,0,349,6.7,9.1,2.53,8.33,6.15,NA,1013.5,12.6,19.8,6.2,NA,NA
"482",2007,1,24,3,0,335,6.7,9,2.22,8.33,5.77,NA,1013.9,12.7,19.8,7,NA,NA
"483",2007,1,24,4,0,335,6,8.3,2.14,8.33,5.68,NA,1014.1,12.7,19.9,5.9,NA,NA
"484",2007,1,24,5,0,338,7,9.2,2.26,7.69,5.85,NA,1014.2,12.8,19.9,6.2,NA,NA
"485",2007,1,24,6,0,329,6.9,8.9,2.19,7.69,5.87,NA,1014.1,12.7,19.9,5.5,NA,NA
"486",2007,1,24,7,0,313,7.6,9.9,2.15,7.69,5.83,NA,1014.2,12.9,19.9,5.4,NA,NA
"487",2007,1,24,8,0,334,7.2,9.4,2.05,7.69,5.52,NA,1013.9,12.8,19.9,6.2,NA,NA
"488",2007,1,24,9,0,320,7.6,9.4,2.06,7.69,5.58,NA,1013.7,12.6,19.9,4.9,NA,NA
"489",2007,1,24,10,0,321,7.3,10.2,2.12,7.69,5.61,NA,1014.3,12.6,20.2,5.8,NA,NA
"490",2007,1,24,11,0,305,6.7,8.8,2.03,7.69,5.59,NA,1014.6,12.6,20.1,4.8,NA,NA
"491",2007,1,24,12,0,299,4.2,6.5,1.98,7.69,5.79,NA,1014.4,12.6,20.3,4,NA,NA
"492",2007,1,24,13,0,296,4.3,6.1,1.88,7.69,5.85,NA,1015.1,12.9,20.3,3.8,NA,NA
"493",2007,1,24,14,0,306,3.9,6.1,1.9,6.67,5.72,NA,1015.8,13.1,20.3,5,NA,NA
"494",2007,1,24,15,0,282,4.4,7,1.68,6.67,5.55,NA,1015.8,13.3,20.3,5,NA,NA
"495",2007,1,24,16,0,288,5.3,7.1,1.74,7.14,5.69,NA,1015.7,13.4,20.3,6.2,NA,NA
"496",2007,1,24,17,0,291,6.5,7.9,1.6,7.14,5.58,NA,1014.5,13.6,20.3,6.4,NA,NA
"497",2007,1,24,18,0,284,6.8,9.4,1.49,7.14,5.57,NA,1014.1,13.6,20.3,6.3,NA,NA
"498",2007,1,24,19,0,283,7.4,9.6,1.48,6.67,5.13,NA,1013.5,13.7,20.3,5.5,NA,NA
"499",2007,1,24,20,0,294,7.4,9.5,1.47,7.14,5.19,NA,1013.4,13.6,20.3,5.4,NA,NA
"500",2007,1,24,21,0,290,6.5,8.6,1.41,7.14,5.01,NA,1013.4,13.6,20.3,5,NA,NA
"501",2007,1,24,22,0,292,6.9,8.9,1.33,7.14,4.97,NA,1013.7,13.6,20.3,4.9,NA,NA
"502",2007,1,24,23,0,313,6.8,9.7,1.44,6.67,5.09,NA,1014.2,13.6,20.3,5.4,NA,NA
"503",2007,1,25,0,0,303,7.5,10.2,1.38,6.67,4.93,NA,1014.1,13.8,20.3,4.8,NA,NA
"504",2007,1,25,1,0,299,8,11,1.47,7.14,4.94,NA,1013.7,13.6,20.3,5.4,NA,NA
"505",2007,1,25,2,0,305,7.5,9.2,1.48,6.67,4.88,NA,1013.5,13.5,20.3,4.9,NA,NA
"506",2007,1,25,3,0,299,7,10.1,1.51,5,4.99,NA,1013.8,13.4,20.3,3.5,NA,NA
"507",2007,1,25,4,0,303,6.8,9.6,1.39,5.26,4.95,NA,1013.6,13.3,20.3,2.1,NA,NA
"508",2007,1,25,5,0,289,6.7,9.1,1.4,5.26,5.03,NA,1013,12.9,20.3,2.8,NA,NA
"509",2007,1,25,6,0,295,6.7,9.2,1.46,5.26,4.98,NA,1012.7,12.8,20.3,4.2,NA,NA
"510",2007,1,25,7,0,312,6.7,8,1.49,6.25,5.08,NA,1012.6,12.9,20.3,4.9,NA,NA
"511",2007,1,25,8,0,308,6.7,8.4,1.42,5.26,4.98,NA,1012.1,12.9,20.3,4,NA,NA
"512",2007,1,25,9,0,319,6.3,8.9,1.47,5.26,4.91,NA,1011.6,12.9,20.3,6.1,NA,NA
"513",2007,1,25,10,0,326,6.5,8.4,1.38,5.26,4.99,NA,1010.7,12.7,20.3,6.3,NA,NA
"514",2007,1,25,11,0,326,7.6,10.1,1.57,5.56,5.16,NA,1011.2,12.6,20.3,6.5,NA,NA
"515",2007,1,25,12,0,325,6.5,8.6,1.49,5.56,5.19,NA,1011.1,12.7,20.3,5.7,NA,NA
"516",2007,1,25,13,0,319,5.5,8.4,1.6,5.56,5.33,NA,1011.1,12.6,20.3,5.7,NA,NA
"517",2007,1,25,14,0,323,5.1,7.7,1.66,5.88,5.42,NA,1011.1,12.6,20.3,6.4,NA,NA
"518",2007,1,25,15,0,307,4.4,6.8,1.75,5.88,5.55,NA,1010.9,12.7,20.3,5.6,NA,NA
"519",2007,1,25,16,0,306,4.9,7.7,1.74,12.5,6.02,NA,1010.2,12.9,20.3,5.4,NA,NA
"520",2007,1,25,17,0,289,6.7,10,1.82,12.5,6.49,NA,1008.6,13,19.9,5.8,NA,NA
"521",2007,1,25,18,0,298,8.8,11.2,1.73,12.5,5.85,NA,1007,12.7,19.9,4.9,NA,NA
"522",2007,1,25,19,0,301,9.4,12.3,1.64,6.25,5.19,NA,1006.4,12.6,19.9,6.4,NA,NA
"523",2007,1,25,20,0,289,10.8,14.6,1.78,12.5,5.3,NA,1005.8,12.6,19.9,6,NA,NA
"524",2007,1,25,21,0,290,10.3,13.5,2.07,5.88,5.43,NA,1005.7,11.7,19.9,6.7,NA,NA
"525",2007,1,25,22,0,291,12.7,16,2.09,5.88,5.02,NA,1005.8,12.3,19.9,5.5,NA,NA
"526",2007,1,25,23,0,291,14.8,18.6,2.55,6.25,5.44,NA,1006,11.9,19.9,6.1,NA,NA
"527",2007,1,26,0,0,303,14.4,18.7,2.85,6.67,5.59,NA,1006.5,11.5,19.9,3.9,NA,NA
"528",2007,1,26,1,0,305,15.4,19.6,2.97,7.14,5.74,NA,1006.6,10.9,19.9,4.1,NA,NA
"529",2007,1,26,2,0,300,14.9,20.8,3.24,7.69,5.96,NA,1007.1,9.8,19.9,4.5,NA,NA
"530",2007,1,26,3,0,312,16.3,20.6,3.67,7.69,6.08,NA,1007.1,8.6,19.8,NA,NA,NA
"531",2007,1,26,4,0,303,18.3,22.1,3.98,8.33,6.19,NA,1006.5,9.6,19.8,4.9,NA,NA
"532",2007,1,26,5,0,305,18,21.3,4.86,8.33,6.9,NA,1006.8,9.2,19.8,4.6,NA,NA
"533",2007,1,26,6,0,300,17.1,22.9,4.66,9.09,6.84,NA,1007,9,19.8,3.8,NA,NA
"534",2007,1,26,7,0,293,16.9,22.4,5.14,9.09,7.11,NA,1007.2,8.7,19.8,2.9,NA,NA
"535",2007,1,26,8,0,311,18.7,24.7,5.16,9.09,7.03,NA,1007.7,7.7,19.8,3.8,NA,NA
"536",2007,1,26,9,0,308,18.2,24.2,5.35,9.09,7.29,NA,1008.9,6,19.8,4,NA,NA
"537",2007,1,26,10,0,312,17.9,24.7,6.02,10,7.6,NA,1009.5,6.7,19.8,3.6,NA,NA
"538",2007,1,26,11,0,323,16.6,22.3,5.9,10,7.69,NA,1011.1,5.9,19.7,1.3,NA,NA
"539",2007,1,26,12,0,317,17.1,22.5,5.8,11.11,7.5,NA,1012.6,5.7,19.6,0.5,NA,NA
"540",2007,1,26,13,0,328,18.1,23,6.3,11.11,8.05,NA,1013.8,5.1,19.7,2.1,NA,NA
"541",2007,1,26,14,0,322,14.9,19.4,6.41,11.11,8.23,NA,1015.2,5.2,19.8,2.4,NA,NA
"542",2007,1,26,15,0,297,15.2,19.7,5.77,11.11,7.86,NA,1016.3,5.1,19.8,2.5,NA,NA
"543",2007,1,26,16,0,321,15,19.4,5.44,11.11,7.64,NA,1016.9,5.7,19.8,1.4,NA,NA
"544",2007,1,26,17,0,328,13.6,19.4,6.2,11.11,8.27,NA,1016.7,4.6,19.8,2.6,NA,NA
"545",2007,1,26,18,0,309,13.4,17.6,5.1,11.11,7.58,NA,1015.9,6,19.8,0.2,NA,NA
