"","Year","Month","Day","Hour","Minute","WDIR","WSPD","GST","WVHT","DPD","APD","MWD","PRES","ATMP","WTMP","DEWP","VIS","TIDE"
"25",2007,1,5,0,0,141,7.6,9,1.1,4,4.4,NA,1025.7,19.1,21.1,14.9,NA,NA
"26",2007,1,5,1,0,141,6.9,8,1.15,4,4.36,NA,1025.7,19.1,21.1,16.3,NA,NA
"27",2007,1,5,2,0,160,7.7,9.6,1.2,4.35,4.35,NA,1025.3,19.7,21.1,16.9,NA,NA
"28",2007,1,5,3,0,166,6.8,8.3,1.14,4.35,4.33,NA,1025.2,19.9,21.1,14.4,NA,NA
"29",2007,1,5,4,0,187,5.9,7.3,1.1,4.55,4.39,NA,1024.6,20.4,21.1,14.7,NA,NA
"30",2007,1,5,5,0,180,7.2,8.4,1.02,4.17,4.45,NA,1023.7,20.2,21.1,15.7,NA,NA
"31",2007,1,5,6,0,173,8.3,10,1.11,4.35,4.25,NA,1023.3,20.3,21.1,16,NA,NA
"32",2007,1,5,7,0,170,8.9,10.4,1.24,4.35,4.36,NA,1022.8,20.4,21.1,17.3,NA,NA
"33",2007,1,5,8,0,193,7.9,9.8,1.29,4.55,4.43,NA,1022.7,20.4,21.1,17.6,NA,NA
"34",2007,1,5,9,0,183,9.4,11.3,1.58,4.55,4.55,NA,1022.2,20.4,21.1,18,NA,NA
"35",2007,1,5,10,0,178,9.5,11,1.66,5.26,4.66,NA,1022.1,20.6,21.1,18,NA,NA
"36",2007,1,5,11,0,182,10,11.7,1.6,5.26,4.7,NA,1022.1,20.6,21.1,18.5,NA,NA
"37",2007,1,5,12,0,180,9.6,11.6,1.6,5.26,4.67,NA,1022.1,20.7,21.1,18.5,NA,NA
"38",2007,1,5,13,0,178,9.6,11.5,1.77,5.56,4.79,NA,1022.5,20.7,21.1,18.6,NA,NA
"39",2007,1,5,14,0,180,9.3,10.8,1.85,5.56,4.84,NA,1022.9,20.7,21.1,18.7,NA,NA
"40",2007,1,5,15,0,178,9.6,11,1.72,5.56,4.74,NA,1022.9,20.7,21.1,18.7,NA,NA
"41",2007,1,5,16,0,186,9.9,11.3,1.79,5.88,4.81,NA,1022.7,20.7,21.1,19.1,NA,NA
"42",2007,1,5,17,0,182,9.2,10.4,1.77,6.25,4.78,NA,1022,20.8,21.1,19.1,NA,NA
"43",2007,1,5,18,0,180,9.8,11.6,1.87,5.88,4.84,NA,1021.1,20.7,21.1,19.5,NA,NA
"44",2007,1,5,19,0,178,9.8,11.8,1.91,5.88,4.92,NA,1020.5,21,21.1,20.1,NA,NA
"45",2007,1,5,20,0,180,8.8,10.2,1.75,5.88,4.81,NA,1020.8,21.1,21.1,20.3,NA,NA
"46",2007,1,5,21,0,178,8.6,10.4,1.83,5.88,4.97,NA,1021,21.1,21.1,20.4,NA,NA
"47",2007,1,5,22,0,170,8.9,10.5,1.75,5.88,4.92,NA,1020.6,21.1,21.1,20.6,NA,NA
"48",2007,1,5,23,0,173,9.8,12,1.73,5.88,4.69,NA,1020.4,21.1,21.1,20.3,NA,NA
"49",2007,1,6,0,0,180,9.8,11.4,2.04,5.88,4.98,NA,1020.5,21.1,21.1,20.4,NA,NA
"50",2007,1,6,1,0,180,9.8,12.5,1.99,6.25,4.93,NA,1020.9,21.1,21.1,20.3,NA,NA
"51",2007,1,6,2,0,180,10.1,12.2,1.98,5.88,4.9,NA,1020.9,21.2,21.1,20.3,NA,NA
"52",2007,1,6,3,0,180,10.2,12.1,2.11,6.25,5.07,NA,1020.7,21.2,21.1,20.5,NA,NA
"53",2007,1,6,4,0,183,10.2,12.5,1.98,5.88,4.89,NA,1020.4,21.2,21.1,20.6,NA,NA
"54",2007,1,6,5,0,185,9.8,11.5,2.01,6.25,4.96,NA,1019.7,21.2,21.1,20.4,NA,NA
"55",2007,1,6,6,0,180,10.2,12.3,2.19,6.25,5.13,NA,1019,21.2,21.1,20.3,NA,NA
"56",2007,1,6,7,0,180,10.9,13.1,2.11,6.25,4.93,NA,1018.9,21.2,21.1,19.8,NA,NA
"57",2007,1,6,8,0,183,10.7,13.4,2.21,6.25,5.18,NA,1018.6,21.1,21.1,20.1,NA,NA
"58",2007,1,6,9,0,180,11,13.1,2.49,6.67,5.36,NA,1017.7,21.1,21.1,20,NA,NA
"59",2007,1,6,10,0,184,10.8,12.9,2.3,6.25,5.22,NA,1017.9,21.1,21.1,20.1,NA,NA
"60",2007,1,6,11,0,174,11.5,13.7,2.33,6.67,5.22,NA,1017,21.1,21.1,20.1,NA,NA
"61",2007,1,6,12,0,180,11.7,14.2,2.49,6.67,5.42,NA,1017.3,21.1,21.1,20.2,NA,NA
"62",2007,1,6,13,0,180,11.7,14.4,2.41,6.25,5.29,NA,1017.2,21.2,21.1,20.2,NA,NA
"63",2007,1,6,14,0,190,12.2,16.1,2.6,6.67,5.4,NA,1017.8,21.4,21.1,20.2,NA,NA
"64",2007,1,6,15,0,185,12.9,15.1,2.79,6.25,5.54,NA,1016.8,21.4,21.2,20,NA,NA
"65",2007,1,6,16,0,194,12.4,15.3,2.64,6.67,5.4,NA,1016.4,21.5,21.2,20.2,NA,NA
"66",2007,1,6,17,0,195,13.3,16.1,3,7.14,5.64,NA,1014.9,21.1,21.2,20.4,NA,NA
"67",2007,1,6,18,0,211,11.4,14.1,3.43,7.14,5.92,NA,1014.6,21.4,21.2,20.5,NA,NA
"68",2007,1,6,19,0,232,10.1,12.1,3.29,7.69,6.14,NA,1014.9,21.9,21.2,20,NA,NA
"69",2007,1,6,20,0,240,7.9,9.9,2.86,8.33,6.23,NA,1015.5,21.9,21.2,19.1,NA,NA
"70",2007,1,6,21,0,225,8.4,9.9,2.81,7.69,6.03,NA,1015.8,21.9,21.2,18.4,NA,NA
"71",2007,1,6,22,0,224,9.1,10.9,2.98,9.09,6.32,NA,1016.3,21.5,21.2,17.5,NA,NA
"72",2007,1,6,23,0,232,9.7,11.7,3.07,9.09,6.33,NA,1016.8,21.5,21.2,16.1,NA,NA
"73",2007,1,7,0,0,232,10.1,12.5,2.84,8.33,6.06,NA,1017.4,21.4,21.2,16.5,NA,NA
"74",2007,1,7,1,0,232,9.6,11.7,2.96,9.09,6.21,NA,1018.1,21.2,21.2,17.1,NA,NA
"75",2007,1,7,2,0,232,9.2,11.2,2.67,9.09,6.03,NA,1018.5,21.2,21.2,17.1,NA,NA
"76",2007,1,7,3,0,232,8.8,10.4,2.78,8.33,6.27,NA,1019,21.2,21.2,17.7,NA,NA
"77",2007,1,7,4,0,238,7.5,9.2,2.24,9.09,5.91,NA,1019.5,21.2,21.2,18.7,NA,NA
"78",2007,1,7,5,0,246,6.6,8.3,2.59,8.33,6.28,NA,1019.6,21.1,21.2,19,NA,NA
"79",2007,1,7,6,0,291,7,8.8,2.51,8.33,6.37,NA,1020.1,21.4,21.2,18.2,NA,NA
"80",2007,1,7,7,0,291,6.8,8,2.32,7.69,6.1,NA,1020.5,21.2,21.2,15.7,NA,NA
"81",2007,1,7,8,0,310,5.8,6.9,2.28,8.33,6.34,NA,1021.1,21.1,21.2,15.6,NA,NA
"82",2007,1,7,9,0,317,6.7,7.9,2.32,9.09,6.15,NA,1021.7,21,21.1,15.4,NA,NA
"83",2007,1,7,10,0,318,5.6,6.8,2.39,8.33,6.24,NA,1022.3,20.7,21.1,14.4,NA,NA
"84",2007,1,7,11,0,299,3.6,4.3,2.16,8.33,6.11,NA,1022.9,20.6,21.1,14.7,NA,NA
"85",2007,1,7,12,0,304,3,3.8,2.2,8.33,6.16,NA,1023.6,20.6,21.1,14.9,NA,NA
"86",2007,1,7,13,0,337,3.3,4.1,2,8.33,5.8,NA,1024.2,20.7,21.1,14.9,NA,NA
"87",2007,1,7,14,0,357,3.9,4.8,2.01,8.33,6.03,NA,1025.2,21.1,21.1,14.1,NA,NA
"88",2007,1,7,15,0,354,3.4,4.1,2.04,7.69,6.13,NA,1025.7,21.2,21.1,14,NA,NA
"89",2007,1,7,16,0,38,4.2,5.2,2.08,7.69,6.05,NA,1024.9,21.2,21.1,15.1,NA,NA
"90",2007,1,7,17,0,71,4.4,5.6,1.97,7.69,6.07,NA,1023.8,20.7,21.2,15.2,NA,NA
"91",2007,1,7,18,0,87,2.1,2.9,1.78,7.69,5.91,NA,1023.8,20.8,21.2,15.1,NA,NA
"92",2007,1,7,19,0,48,1.1,1.9,1.68,7.69,5.81,NA,1023.6,21.4,21.2,15.3,NA,NA
"93",2007,1,7,20,0,97,3.9,4.9,1.6,7.69,5.59,NA,1022.8,20.7,21.2,15.8,NA,NA
"94",2007,1,7,21,0,101,4.8,5.8,1.48,7.14,5.67,NA,1022.7,20.6,21.2,16.2,NA,NA
"95",2007,1,7,22,0,112,5.6,6.8,1.42,7.69,5.42,NA,1022.7,20.4,21.1,16.4,NA,NA
"96",2007,1,7,23,0,127,5.6,6.4,1.41,7.14,5.47,NA,1022.7,20.4,21.1,16.6,NA,NA
"97",2007,1,8,0,0,146,5.7,6.4,1.35,7.69,5.4,NA,1022.7,20.3,21.1,17.3,NA,NA
"98",2007,1,8,1,0,168,7.2,8.7,1.38,7.69,5.64,NA,1022.3,20.3,21.1,16.8,NA,NA
"99",2007,1,8,2,0,172,7.7,8.9,1.36,6.67,5.1,NA,1021.7,20.2,21.1,16.3,NA,NA
"100",2007,1,8,3,0,170,7.6,9.3,1.45,7.14,5.09,NA,1021.2,20.3,21.1,16,NA,NA
"101",2007,1,8,4,0,182,8.7,10.1,1.5,7.14,4.91,NA,1020.5,20.4,21.1,16.7,NA,NA
"102",2007,1,8,5,0,183,8.5,10.5,1.45,7.14,4.8,NA,1019.6,20.6,21.1,18.3,NA,NA
"103",2007,1,8,6,0,180,9.2,10.6,1.57,6.25,4.73,NA,1018.6,20.6,21.1,19.1,NA,NA
"104",2007,1,8,7,0,183,8.9,11.1,1.58,5,4.83,NA,1018.1,20.7,20.9,19.8,NA,NA
"105",2007,1,8,8,0,191,10.1,12.1,1.75,5.88,4.76,NA,1017.5,21.2,20.8,20,NA,NA
"106",2007,1,8,9,0,196,10.3,12.9,1.98,5.26,4.9,NA,1016.9,21.2,20.7,20.5,NA,NA
"107",2007,1,8,10,0,201,10.3,12.5,1.92,5.56,4.93,NA,1016.5,21.4,21.1,20.6,NA,NA
"108",2007,1,8,11,0,199,10.7,13,2.06,6.25,5.07,NA,1016.1,21.4,21.1,20.6,NA,NA
"109",2007,1,8,12,0,202,11,13.1,2,6.25,5,NA,1015.9,21.4,21.1,20.4,NA,NA
"110",2007,1,8,13,0,197,11.8,14.1,2.41,5.88,5.15,NA,1015.4,21.4,21.1,20.2,NA,NA
"111",2007,1,8,14,0,192,12.7,15,2.57,7.14,5.38,NA,1015,21.5,21.1,19.6,NA,NA
"112",2007,1,8,15,0,193,13.6,17.9,2.98,7.14,5.57,NA,1014.7,21.9,21.1,19.7,NA,NA
"113",2007,1,8,16,0,195,13.7,17.6,3.2,6.67,5.72,NA,1013.5,21.9,21.1,19.5,NA,NA
"114",2007,1,8,17,0,205,14.7,18.2,3.35,7.69,5.9,NA,1012.7,21.9,21.1,19.5,NA,NA
"115",2007,1,8,18,0,203,15.1,17.8,3.6,7.69,6.21,NA,1011.3,21.9,21.1,19.3,NA,NA
"116",2007,1,8,19,0,206,14.3,17.2,3.83,8.33,6.55,NA,1011,21.9,21.1,19.5,NA,NA
"117",2007,1,8,20,0,220,13.7,16.7,3.84,8.33,6.42,NA,1011,19.5,21.1,18,NA,NA
"118",2007,1,8,21,0,214,12.5,15.8,4.29,8.33,6.75,NA,1011,19.8,21.1,19,NA,NA
"119",2007,1,8,22,0,204,11.8,14.4,4.01,8.33,6.71,NA,1010.3,19.8,21.1,19.5,NA,NA
"120",2007,1,8,23,0,220,11.4,14.6,3.8,9.09,6.71,NA,1010.6,20.6,21.2,19.7,NA,NA
"121",2007,1,9,0,0,226,9.4,11.8,3.94,9.09,7.09,NA,1010.4,20.6,21.2,20.1,NA,NA
"122",2007,1,9,1,0,222,8.5,10.5,3.53,8.33,6.88,NA,1010.1,21,21.2,20.5,NA,NA
"123",2007,1,9,2,0,213,9.9,11.9,3.64,9.09,6.9,NA,1009.6,21.1,21.2,20.6,NA,NA
"124",2007,1,9,3,0,297,12.5,15.2,3.74,9.09,6.71,NA,1009.9,20.4,21.2,15.4,NA,NA
"125",2007,1,9,4,0,309,11.8,13.9,3.98,9.09,6.63,NA,1010.3,18.8,21.2,14.3,NA,NA
"126",2007,1,9,5,0,308,11.7,16.2,3.94,9.09,6.68,NA,1010.7,17.8,21.2,11.4,NA,NA
"127",2007,1,9,6,0,308,10.7,12.9,3.57,9.09,6.61,NA,1011.7,16.8,21.1,9.8,NA,NA
"128",2007,1,9,7,0,305,11,13,3.35,9.09,6.4,NA,1012.6,16.2,21.1,8.6,NA,NA
"129",2007,1,9,8,0,310,9.4,11.8,3.15,10,6.5,NA,1013,15.8,21.1,6.1,NA,NA
"130",2007,1,9,9,0,310,8.8,11.1,3.57,9.09,6.83,NA,1013.3,15.6,21.1,8.1,NA,NA
"131",2007,1,9,10,0,310,8,9.9,3.16,9.09,6.62,NA,1014,15.2,20.9,5.3,NA,NA
"132",2007,1,9,11,0,296,8.3,10.3,3.37,9.09,6.83,NA,1014.4,15,20.7,6.1,NA,NA
"133",2007,1,9,12,0,295,8.5,10.8,3.21,8.33,6.69,NA,1015,14.9,20.7,5.2,NA,NA
"134",2007,1,9,13,0,283,6.6,10.2,3.18,7.69,6.66,NA,1015.8,14.8,20.7,3.7,NA,NA
"135",2007,1,9,14,0,291,6.5,9.5,2.82,9.09,6.44,NA,1016,14.9,20.7,4.5,NA,NA
"136",2007,1,9,15,0,283,5.6,7.9,2.66,8.33,6.48,NA,1016.6,14.6,20.7,3.2,NA,NA
"137",2007,1,9,16,0,264,6,7.9,2.56,7.69,6.4,NA,1015.9,14.5,20.7,3.6,NA,NA
"138",2007,1,9,17,0,260,5.7,7.7,2.58,9.09,6.49,NA,1014.5,14.4,20.7,4.9,NA,NA
"139",2007,1,9,18,0,276,6.5,8.5,2.7,7.69,6.4,NA,1013.7,14.4,20.7,5.5,NA,NA
"140",2007,1,9,19,0,265,5.2,7.8,2.65,7.69,6.53,NA,1013.1,14.1,20.7,4,NA,NA
"141",2007,1,9,20,0,251,6.1,8.4,2.51,8.33,6.24,NA,1012.8,14.4,20.7,4.5,NA,NA
"142",2007,1,9,21,0,249,6.3,9.1,2.43,8.33,6.46,NA,1012.5,14.5,20.7,4.7,NA,NA
"143",2007,1,9,22,0,247,7.1,9.7,2.4,8.33,6.31,NA,1012.6,14.5,20.7,4.7,NA,NA
"144",2007,1,9,23,0,248,8.3,12.2,2.19,8.33,5.92,NA,1012.7,14.8,20.6,5,NA,NA
"145",2007,1,10,0,0,224,8.4,11,2.19,9.09,5.81,NA,1011.4,15.4,20.6,5.4,NA,NA
"146",2007,1,10,1,0,284,10.3,13,2.05,7.69,5.41,NA,1010.4,14.4,20.6,7.4,NA,NA
"147",2007,1,10,2,0,258,10.5,14.1,2.47,8.33,5.52,NA,1010,11.8,20.6,10.1,NA,NA
"148",2007,1,10,3,0,260,15.5,23.8,2.72,5.26,5.44,NA,1008.9,13.1,20.6,NA,NA,NA
"149",2007,1,10,4,0,283,18.4,23,3.09,7.69,5.63,NA,1008.6,12.6,20.6,9.4,NA,NA
"150",2007,1,10,5,0,284,18.1,21.5,4,7.69,6.21,NA,1008.8,13.5,20.6,NA,NA,NA
"151",2007,1,10,6,0,282,17.9,21.6,4.91,9.09,6.94,NA,1008.8,13.1,20.6,NA,NA,NA
"152",2007,1,10,7,0,289,17.5,22.3,5.56,9.09,7.58,NA,1009.7,13,20.6,8,NA,NA
"153",2007,1,10,8,0,270,18,22.3,5.93,10,7.73,NA,1011.3,11.3,20.6,8.1,NA,NA
"154",2007,1,10,10,0,301,14.2,17.6,5.28,10,7.49,NA,1014,10.9,20.6,7,NA,NA
"155",2007,1,10,11,0,288,15.8,23.7,5.67,11.11,7.8,NA,1015.5,10.5,20.6,6.6,NA,NA
"156",2007,1,10,12,0,311,14.6,19,5.97,10,7.99,NA,1016.5,11.1,20.6,6.2,NA,NA
"157",2007,1,10,13,0,329,15.5,20.3,6.46,11.11,8.27,NA,1017.8,9.6,20.6,5.5,NA,NA
"158",2007,1,10,14,0,307,14.2,17.3,5.67,10,7.81,NA,1019.4,10.7,20.4,5.1,NA,NA
"159",2007,1,10,15,0,320,14.9,18.5,5.59,10,7.63,NA,1020.4,10.8,20.4,5.4,NA,NA
"160",2007,1,10,16,0,308,12.7,18.9,5.14,10,7.73,NA,1021.1,10.5,20.4,2.9,NA,NA
"161",2007,1,10,17,0,316,11.4,15.6,5.26,10,7.73,NA,1021.2,10.2,20.4,4.9,NA,NA
"162",2007,1,10,18,0,306,11.6,14.7,4.78,10,7.6,NA,1021.2,10.9,20.4,4.1,NA,NA
"163",2007,1,10,19,0,329,12.1,14.6,4.61,9.09,7.45,NA,1021.9,10.3,20.4,3.6,NA,NA
"164",2007,1,10,20,0,328,11.6,15,4.37,10,7.27,NA,1022.7,10.6,20.4,2.1,NA,NA
"165",2007,1,10,21,0,329,10.2,13.2,4.53,10,7.36,NA,1023.8,10.3,20.4,1.6,NA,NA
"166",2007,1,10,22,0,327,11,14.4,4.21,10,7.23,NA,1025,10.9,20.4,3.8,NA,NA
"167",2007,1,10,23,0,320,9.7,12.9,4.24,9.09,7.15,NA,1025.9,10.5,20.4,2.4,NA,NA
"168",2007,1,11,0,0,337,9.9,13,3.65,10,6.94,NA,1026.8,10.5,20.4,3.5,NA,NA
"169",2007,1,11,1,0,336,9.5,12.3,3.6,10,7.02,NA,1027.9,10.8,20.4,2.4,NA,NA
"170",2007,1,11,2,0,341,9.6,13,3.38,9.09,6.85,NA,1028.6,10.7,20.4,3,NA,NA
"171",2007,1,11,3,0,346,10.9,13.6,3.27,9.09,6.51,NA,1028.9,10.6,20.4,4.4,NA,NA
"172",2007,1,11,4,0,347,9.5,14.1,3.13,10,6.42,NA,1029.5,10.5,20.4,NA,NA,NA
"173",2007,1,11,5,0,350,9.4,12.6,3.18,9.09,6.53,NA,1029.7,10.5,20.4,1.4,NA,NA
"174",2007,1,11,6,0,354,8,10.7,2.82,7.69,6.2,NA,1029.8,10.6,20.4,3.3,NA,NA
"175",2007,1,11,7,0,348,8.2,10.7,2.77,9.09,6.15,NA,1030.5,10.7,20.4,3.4,NA,NA
"176",2007,1,11,8,0,6,6.3,7.9,2.81,9.09,6.4,NA,1031.1,10.8,20.4,2.5,NA,NA
"177",2007,1,11,9,0,2,5,7.5,2.5,9.09,6.17,NA,1031.5,10.6,20.4,2.6,NA,NA
"178",2007,1,11,10,0,349,5.4,9,2.55,8.33,6.36,NA,1032.1,10.6,20.3,3.4,NA,NA
"179",2007,1,11,11,0,15,4.6,6.9,2.44,8.33,6.26,NA,1033,11,20.4,2.7,NA,NA
"180",2007,1,11,13,0,26,4.6,7.2,1.96,8.33,5.91,NA,1034.8,11.4,20.4,2.8,NA,NA
"181",2007,1,11,14,0,35,4.3,6.8,1.95,8.33,5.98,NA,1035.3,11.7,20.4,4,NA,NA
"182",2007,1,11,15,0,11,5.1,7,1.88,8.33,6.03,NA,1036.6,11.9,20.4,3.9,NA,NA
"183",2007,1,11,16,0,31,5.1,6.9,1.8,8.33,5.99,NA,1036.8,12.2,20.4,3.5,NA,NA
"184",2007,1,11,17,0,56,4.1,5.8,1.58,8.33,5.64,NA,1036.5,12.6,20.4,3.1,NA,NA
"185",2007,1,11,18,0,57,2.4,4,1.5,7.69,5.64,NA,1036,12.9,20.4,2.9,NA,NA
"186",2007,1,11,19,0,60,2.7,3.6,1.55,8.33,5.87,NA,1035.3,13.2,20.4,3,NA,NA
"187",2007,1,11,20,0,89,2.8,4,1.46,7.69,5.75,NA,1035.6,12.9,20.4,3.5,NA,NA
"188",2007,1,11,21,0,25,0.8,2.3,1.46,7.69,6.03,NA,1036.1,12.9,20.4,3.5,NA,NA
"189",2007,1,11,22,0,36,1.8,3,1.34,6.25,5.69,NA,1036.6,12.8,20.3,3.8,NA,NA
"190",2007,1,11,23,0,132,0.6,1.7,1.29,7.69,5.73,NA,1036.7,12.9,20.3,3.6,NA,NA
"191",2007,1,12,0,0,80,0.4,0.9,1.2,7.69,5.71,NA,1037.4,13.3,20.3,3.2,NA,NA
"192",2007,1,12,1,0,142,2.2,3.8,1.26,7.14,5.73,NA,1037.4,13.6,20.3,5,NA,NA
"193",2007,1,12,2,0,167,2.4,4,1.12,6.25,5.59,NA,1037.3,13.7,20.3,2.8,NA,NA
"194",2007,1,12,3,0,149,3.2,4.9,1.15,6.67,5.63,NA,1037,14.1,20.3,4.1,NA,NA
"195",2007,1,12,4,0,155,4.3,6.8,1.16,7.69,5.85,NA,1036.4,14.3,20.3,3.7,NA,NA
"196",2007,1,12,5,0,175,4.4,6.1,1.02,6.67,5.67,NA,1036.1,14.4,20.3,4.9,NA,NA
"197",2007,1,12,6,0,161,4.1,5.6,1.02,6.67,5.59,NA,1036.1,14.8,20.3,6.2,NA,NA
"198",2007,1,12,7,0,190,3,4.7,0.95,7.14,5.91,NA,1036.2,14.9,20.3,5.9,NA,NA
"199",2007,1,12,8,0,186,3.2,4.2,0.94,9.09,5.87,NA,1036.1,15.1,20.3,5.7,NA,NA
"200",2007,1,12,9,0,214,2.6,4.1,0.96,7.69,5.94,NA,1036.1,15.2,20.3,6.9,NA,NA
"201",2007,1,12,10,0,217,2.1,3.3,0.98,8.33,6.09,NA,1036.2,15.2,20.3,5.3,NA,NA
"202",2007,1,12,11,0,211,0.8,2.2,NA,NA,NA,NA,1036.1,15.2,20.3,6.1,NA,NA
"203",2007,1,12,12,0,161,0.9,2.6,0.93,9.09,6.32,NA,1036.1,15.3,20.3,6.6,NA,NA
"204",2007,1,12,13,0,151,0.8,2.2,0.87,9.09,6.28,NA,1036.5,15.8,20.3,6.5,NA,NA
"205",2007,1,12,14,0,142,2.7,4.2,0.88,9.09,6.51,NA,1036.6,16,20.3,7.1,NA,NA
"206",2007,1,12,15,0,160,4.2,5.4,0.91,9.09,6.62,NA,1036.8,16.4,20.3,7.7,NA,NA
"207",2007,1,12,16,0,157,4.6,5.8,0.91,10,6.76,NA,1036.4,16.6,20.3,8.4,NA,NA
"208",2007,1,12,17,0,168,5.5,6.7,0.88,9.09,6.6,NA,1035.2,16.8,20.3,9.2,NA,NA
"209",2007,1,12,18,0,180,5.5,7.3,0.9,9.09,6.54,NA,1034.2,17.2,20.4,9.1,NA,NA
"210",2007,1,12,19,0,184,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",2007,1,12,20,0,187,4.6,6.1,0.88,10,5.7,NA,1033.5,17.5,20.3,9.3,NA,NA
"212",2007,1,12,21,0,200,4.2,5.4,0.88,10,5.63,NA,1033.4,18,20.3,9.3,NA,NA
"213",2007,1,12,22,0,205,4.4,5.7,0.84,10,5.52,NA,1033.7,17.6,20.3,9.3,NA,NA
"214",2007,1,12,23,0,195,4.1,5.2,0.79,10,5.6,NA,1034.4,17.6,20.3,9.9,NA,NA
"215",2007,1,13,0,0,190,4.7,5.8,0.8,10,5.71,NA,1034.4,17.6,20.3,9.6,NA,NA
"216",2007,1,13,1,0,184,4.2,5.6,0.84,9.09,5.65,NA,1034.5,17.6,20.3,10.4,NA,NA
"217",2007,1,13,2,0,180,4.3,5.6,0.79,9.09,5.56,NA,1033.7,17.6,20.3,10.4,NA,NA
"218",2007,1,13,3,0,174,5,6,0.83,9.09,5.66,NA,1033.6,17.9,20.3,10.6,NA,NA
"219",2007,1,13,4,0,182,6.4,7.9,0.85,10,5.58,NA,1033,18,20.3,10.3,NA,NA
"220",2007,1,13,5,0,188,6.6,7.9,0.83,9.09,4.89,NA,1032.1,18,20.3,11.1,NA,NA
"221",2007,1,13,6,0,185,5.8,7.6,0.85,10,4.53,NA,1032,18,20.3,11,NA,NA
"222",2007,1,13,7,0,204,4.8,5.7,0.92,9.09,4.76,NA,1032,18,20.3,11.9,NA,NA
"223",2007,1,13,8,0,204,4.9,6.7,0.83,10,4.64,NA,1031.5,18,20.3,12,NA,NA
"224",2007,1,13,9,0,222,4.3,5.9,0.81,10,4.88,NA,1031.3,18,20.3,12,NA,NA
"225",2007,1,13,10,0,219,3.8,4.8,0.78,9.09,4.95,NA,1030.7,18.1,20.3,11.6,NA,NA
"226",2007,1,13,11,0,221,4,5.3,0.82,9.09,5.13,NA,1030.7,18.3,20.3,11,NA,NA
"227",2007,1,13,12,0,231,4.4,5.4,0.87,9.09,5.29,NA,1031.2,18.3,20.3,12.2,NA,NA
"228",2007,1,13,13,0,224,4.8,5.9,0.85,9.09,5.37,NA,1031.3,18.7,20.3,11.9,NA,NA
